timestamp,symbol,side,qty,price_reference,price,slippage_pct_vs_signal,fee,currency,gross_value_gbp,fee_gbp
2026-02-25T11:38:18.200662+00:00,BARC.L,buy,112.0532,465.25,465.35,0.00021494,0.560266,GBP,52143.95662,0.560266
2026-02-25T11:48:05.618362+00:00,BARC.L,buy,105.072,465.0,464.9,-0.00021505,0.52536,GBP,48847.9728,0.52536
2026-02-25T11:48:44.392645+00:00,BARC.L,buy,107.9982,464.850006,464.95,0.00021511,0.539991,GBP,50213.76309,0.539991
